8.0	11.313708498984761	12.0	9.899494936611665	8.0	7.0710678118654755	14.0	9.899494936611665	
C	0.6652748208487302
G	0.8051831279991605
A	1.9930817445757774
B	0.7377538422969953
D	0.8659662711278131
E	0.8872444120329377
F	0.9346423544305831
O	0.8666896495636223
H	1.9939535114609235
I	1.1097656684935053
J	1.4096272484567816
K	1.8307216861847435
L	1.040823849512628
M	1.2995495887784714
N	1.8281000347152832
Q	0.9457548047205085
S	1.0803761230787146
P	1.1278519433863634
R	1.4841180706153156
T	1.418348958309719
U	0.7231130926577194
V	0.9901148760228694
W	1.7806614128837226
X	1.6884367347907567
Y	1.253731830459451
Z	1.967807719109709
f	1.0409472749726372
b	0.6718935061787132
d	0.8403825996724347
h	0.824172435890471
a	0.7539030033899641
c	0.451325619326621
e	0.5813721283199784
g	0.6419957957198306
i	0.7519336255919923
k	1.1831495434156878
l	1.1404281525696696
m	1.6591349537161997
n	0.7183009110435911
o	0.629528784126615
p	0.656101646118711
q	0.6253643885330334
r	0.9707586976069758
j	1.1930746567082848
t	1.0037285113852967
s	0.6598869867500262
u	0.6150141453661178
v	0.707821331317366
w	1.3051740418300115
x	1.1915163517626843
y	0.6796090731404909
z	1.3799802869619653
A	1.6819087265026345
C	0.7885610809380106
G	0.6830906321941351
B	0.7227895179945859
D	1.4920941210498178
E	0.7798667317533394
F	0.9945694626642939
H	2.381430904294189
O	0.7793739947522915
I	0.9728097309729878
J	0.9694073276458272
K	1.6214887442072183
L	1.1759380151264358
M	1.4774513017427147
N	1.704129009072814
P	0.657117903441632
Q	0.6594196984344568
S	0.9926173838172384
R	1.4681566623697797
T	1.4192457266237168
U	0.6996507280001717
V	0.7783741424957256
W	1.4977946322684221
X	2.6152784702125644
Y	1.3427444013880303
Z	1.3745728873715628
b	0.7755938676302623
d	0.8326883132946599
f	0.8612340816299874
h	0.6620057727128659
a	0.6920386544777561
c	0.3604364650947302
e	0.3363673011250337
g	0.691204962075208
i	0.6165242864853314
j	0.8261047025600549
k	1.1020247542291317
l	1.0618079040915671
t	0.8138666853610197
m	1.0998967625745586
n	1.0086503718722613
o	0.5269292917062495
p	0.5070004681830302
q	0.43636220285503524
r	0.8573643893614458
s	0.5658813554757364
u	0.6593455604587221
v	0.4805716218370772
w	1.1563609985331447
x	1.7609996066190565
y	1.1363445137763073
z	1.181900773359123
Matched With :  e	0.3363673011250337
