V	23.0	55.154328932550705	0.0	50.91168824543142	22.0	22.627416997969522	45.0	24.041630560342615	31.304951684997057	53.75872022286245	26.832815729997478	29.068883707497267	
W	43.0	19.79898987322333	40.0	18.384776310850235	43.0	48.08326112068523	0.0	48.08326112068523	55.90169943749474	66.40030120413611	49.193495504995376	49.193495504995376	
X	8.0	25.45584412271571	10.0	24.041630560342615	7.0	39.59797974644666	7.0	39.59797974644666	8.94427190999916	56.639209034025185	24.596747752497688	26.832815729997478	
Y	17.0	46.66904755831214	0.0	46.66904755831214	14.0	11.313708498984761	51.0	14.142135623730951	29.068883707497267	48.83646178829912	13.416407864998739	15.652475842498529	
Z	6.0	43.840620433565945	42.0	5.656854249492381	7.0	45.254833995939045	42.0	46.66904755831214	11.180339887498949	52.80151512977634	46.95742752749558	46.95742752749558	
f	3.0	16.97056274847714	33.0	16.97056274847714	6.0	8.48528137423857	49.0	4.242640687119285	15.652475842498529	39.0	13.416407864998739	6.708203932499369	
b	30.0	29.698484809834994	25.0	29.698484809834994	21.0	29.698484809834994	36.0	35.35533905932738	29.068883707497267	52.392747589718944	40.24922359499622	38.01315561749642	
d	22.0	31.11269837220809	25.0	28.284271247461902	30.0	35.35533905932738	36.0	31.11269837220809	24.596747752497688	56.60388679233962	35.77708763999664	40.24922359499622	
h	28.0	26.870057685088806	21.0	29.698484809834994	21.0	29.698484809834994	0.0	39.59797974644666	26.832815729997478	48.75448697299562	44.721359549995796	44.721359549995796	
a	23.0	31.11269837220809	33.0	32.526911934581186	23.0	33.94112549695428	29.0	35.35533905932738	24.596747752497688	43.93176527297759	31.304951684997057	24.596747752497688	
c	0.0	32.526911934581186	30.0	25.45584412271571	22.0	25.45584412271571	32.0	33.94112549695428	31.304951684997057	38.01315561749642	29.068883707497267	33.54101966249684	
e	29.0	31.11269837220809	31.0	28.284271247461902	27.0	29.698484809834994	32.0	32.526911934581186	29.068883707497267	41.10960958218893	31.304951684997057	31.304951684997057	
g	25.0	35.35533905932738	42.0	35.35533905932738	27.0	36.76955262170047	44.0	33.94112549695428	26.832815729997478	50.47771785649585	42.485291572496	40.24922359499622	
i	5.0	7.0710678118654755	30.0	5.656854249492381	4.0	5.656854249492381	31.0	7.0710678118654755	4.47213595499958	30.265491900843113	8.94427190999916	11.180339887498949	
k	9.0	33.94112549695428	5.0	22.627416997969522	16.0	22.627416997969522	6.0	36.76955262170047	13.416407864998739	49.64876634922564	35.77708763999664	20.12461179749811	
l	5.0	7.0710678118654755	42.0	5.656854249492381	4.0	5.656854249492381	42.0	7.0710678118654755	4.47213595499958	42.190046219457976	8.94427190999916	11.180339887498949	
m	42.0	36.76955262170047	21.0	32.526911934581186	40.0	50.91168824543142	36.0	50.91168824543142	42.485291572496	47.70744176750625	8.94427190999916	11.180339887498949	
n	25.0	29.698484809834994	26.0	32.526911934581186	23.0	32.526911934581186	0.0	35.35533905932738	26.832815729997478	35.4682957019364	38.01315561749642	38.01315561749642	
o	28.0	29.698484809834994	31.0	29.698484809834994	28.0	31.11269837220809	32.0	31.11269837220809	29.068883707497267	41.773197148410844	31.304951684997057	31.304951684997057	
p	30.0	35.35533905932738	35.0	29.698484809834994	21.0	29.698484809834994	26.0	29.698484809834994	33.54101966249684	41.677331968349414	46.95742752749558	26.832815729997478	
q	22.0	31.11269837220809	35.0	35.35533905932738	29.0	28.284271247461902	26.0	31.11269837220809	24.596747752497688	46.861498055439924	26.832815729997478	49.193495504995376	
r	1.0	32.526911934581186	24.0	11.313708498984761	8.0	11.313708498984761	37.0	1.4142135623730951	0.0	26.248809496813376	17.88854381999832	2.23606797749979	
j	7.0	9.899494936611665	45.0	2.8284271247461903	2.0	2.8284271247461903	38.0	9.899494936611665	6.708203932499369	47.43416490252569	4.47213595499958	15.652475842498529	
t	4.0	19.79898987322333	40.0	18.384776310850235	5.0	7.0710678118654755	39.0	5.656854249492381	4.47213595499958	43.965895873961216	11.180339887498949	8.94427190999916	
s	19.0	29.698484809834994	31.0	29.698484809834994	15.0	29.698484809834994	32.0	31.11269837220809	8.94427190999916	39.20459156782532	31.304951684997057	31.304951684997057	
u	24.0	33.94112549695428	0.0	33.94112549695428	24.0	29.698484809834994	28.0	33.94112549695428	26.832815729997478	41.617304093369626	29.068883707497267	24.596747752497688	
v	17.0	38.18376618407357	0.0	38.18376618407357	17.0	16.97056274847714	33.0	16.97056274847714	22.360679774997898	38.897300677553446	20.12461179749811	22.360679774997898	
w	33.0	14.142135623730951	29.0	12.727922061357855	31.0	33.94112549695428	0.0	35.35533905932738	42.485291572496	50.21951811795888	35.77708763999664	35.77708763999664	
x	7.0	29.698484809834994	9.0	21.213203435596427	5.0	25.45584412271571	9.0	33.94112549695428	11.180339887498949	40.36087214122113	33.54101966249684	24.596747752497688	
y	16.0	35.35533905932738	0.0	24.041630560342615	10.0	9.899494936611665	40.0	15.556349186104045	20.12461179749811	45.48626166217664	44.721359549995796	20.12461179749811	
z	5.0	36.76955262170047	31.0	32.526911934581186	7.0	35.35533905932738	30.0	38.18376618407357	8.94427190999916	39.824615503479755	33.54101966249684	33.54101966249684
A	17.0	16.97056274847714	42.0	22.627416997969522	23.0	43.840620433565945	6.0	43.840620433565945	15.652475842498529	60.8276253029822	6.708203932499369	33.54101966249684	
C	0.0	46.66904755831214	34.0	25.45584412271571	24.0	28.284271247461902	37.0	46.66904755831214	44.721359549995796	44.10215414239989	31.304951684997057	42.485291572496	
G	34.0	45.254833995939045	40.0	35.35533905932738	34.0	33.94112549695428	35.0	43.840620433565945	0.0	52.49761899362675	33.54101966249684	38.01315561749642	
B	19.0	36.76955262170047	37.0	33.94112549695428	24.0	33.94112549695428	37.0	39.59797974644666	31.304951684997057	50.93132631298737	40.24922359499622	38.01315561749642	
D	36.0	36.76955262170047	36.0	50.91168824543142	28.0	53.74011537017761	38.0	36.76955262170047	35.77708763999664	53.075418038862395	42.485291572496	35.77708763999664	
E	24.0	43.840620433565945	37.0	22.627416997969522	16.0	22.627416997969522	37.0	45.254833995939045	26.832815729997478	45.803929962395145	40.24922359499622	40.24922359499622	
F	24.0	45.254833995939045	32.0	15.556349186104045	11.0	15.556349186104045	42.0	7.0710678118654755	38.01315561749642	38.8329756778952	46.95742752749558	4.47213595499958	
H	28.0	52.32590180780452	2.0	52.32590180780452	27.0	52.32590180780452	1.0	52.32590180780452	31.304951684997057	53.03772242470448	40.24922359499622	40.24922359499622	
O	37.0	38.18376618407357	38.0	36.76955262170047	36.0	36.76955262170047	38.0	36.76955262170047	35.77708763999664	52.3450093132096	38.01315561749642	38.01315561749642	
I	5.0	7.0710678118654755	37.0	5.656854249492381	4.0	5.656854249492381	37.0	7.0710678118654755	4.47213595499958	39.92492955535426	8.94427190999916	11.180339887498949	
J	8.0	11.313708498984761	37.0	2.8284271247461903	2.0	2.8284271247461903	34.0	11.313708498984761	8.94427190999916	43.04648650006177	40.24922359499622	17.88854381999832	
K	6.0	4.242640687119285	14.0	29.698484809834994	21.0	29.698484809834994	8.0	48.08326112068523	4.47213595499958	51.22499389946279	38.01315561749642	38.01315561749642	
L	0.0	0.0	42.0	14.142135623730951	10.0	14.142135623730951	32.0	45.254833995939045	0.0	46.95742752749558	35.77708763999664	35.77708763999664	
M	35.0	52.32590180780452	0.0	52.32590180780452	39.0	52.32590180780452	28.0	52.32590180780452	38.01315561749642	62.20128616033595	24.596747752497688	40.24922359499622	
N	29.0	49.49747468305833	8.0	49.49747468305833	26.0	36.76955262170047	7.0	41.012193308819754	31.304951684997057	53.907327887774215	42.485291572496	20.12461179749811	
P	28.0	33.94112549695428	31.0	21.213203435596427	15.0	21.213203435596427	43.0	14.142135623730951	33.54101966249684	40.45985664828782	46.95742752749558	11.180339887498949	
Q	36.0	39.59797974644666	43.0	41.012193308819754	37.0	33.94112549695428	40.0	32.526911934581186	38.01315561749642	56.72741841473134	33.54101966249684	58.137767414994535	
S	13.0	28.284271247461902	38.0	32.526911934581186	10.0	32.526911934581186	38.0	33.94112549695428	6.708203932499369	44.94441010848846	38.01315561749642	38.01315561749642	
R	8.0	35.35533905932738	37.0	29.698484809834994	21.0	29.698484809834994	6.0	52.32590180780452	26.832815729997478	48.91829923454004	40.24922359499622	22.360679774997898	
T	5.0	41.012193308819754	29.0	41.012193308819754	4.0	5.656854249492381	45.0	7.0710678118654755	35.77708763999664	41.72529209005013	8.94427190999916	11.180339887498949	
U	35.0	49.49747468305833	0.0	31.11269837220809	22.0	29.698484809834994	40.0	42.42640687119285	38.01315561749642	48.104053883222775	35.77708763999664	42.485291572496	
V	24.0	42.42640687119285	0.0	42.42640687119285	16.0	15.556349186104045	37.0	24.041630560342615	33.54101966249684	46.861498055439924	17.88854381999832	29.068883707497267	
W	38.0	15.556349186104045	32.0	45.254833995939045	30.0	31.11269837220809	6.0	39.59797974644666	51.42956348249516	57.688820407423826	40.24922359499622	46.95742752749558	
X	7.0	50.91168824543142	10.0	50.91168824543142	5.0	53.74011537017761	7.0	53.74011537017761	4.47213595499958	53.81449618829484	42.485291572496	42.485291572496	
Y	16.0	42.42640687119285	1.0	42.42640687119285	11.0	8.48528137423857	44.0	14.142135623730951	26.832815729997478	46.861498055439924	8.94427190999916	17.88854381999832	
Z	5.0	25.45584412271571	37.0	33.94112549695428	6.0	32.526911934581186	37.0	42.42640687119285	8.94427190999916	48.27007354458868	40.24922359499622	40.24922359499622	
b	27.0	21.213203435596427	13.0	22.627416997969522	16.0	22.627416997969522	36.0	33.94112549695428	22.360679774997898	49.24428900898052	33.54101966249684	35.77708763999664	
d	17.0	24.041630560342615	40.0	21.213203435596427	26.0	32.526911934581186	31.0	24.041630560342615	17.88854381999832	53.33854141237835	33.54101966249684	33.54101966249684	
f	0.0	36.76955262170047	32.0	12.727922061357855	8.0	11.313708498984761	41.0	0.0	13.416407864998739	41.14608122288197	17.88854381999832	0.0	
h	23.0	22.627416997969522	14.0	22.627416997969522	16.0	22.627416997969522	33.0	32.526911934581186	22.360679774997898	51.0	35.77708763999664	35.77708763999664	
a	16.0	21.213203435596427	28.0	25.45584412271571	15.0	26.870057685088806	20.0	28.284271247461902	17.88854381999832	35.0	26.832815729997478	26.832815729997478	
c	0.0	29.698484809834994	26.0	19.79898987322333	17.0	19.79898987322333	24.0	25.45584412271571	0.0	31.906112267087632	20.12461179749811	24.596747752497688	
e	0.0	26.870057685088806	26.0	21.213203435596427	19.0	21.213203435596427	26.0	25.45584412271571	24.596747752497688	32.202484376209235	22.360679774997898	26.832815729997478	
g	0.0	28.284271247461902	38.0	26.870057685088806	15.0	29.698484809834994	37.0	33.94112549695428	13.416407864998739	44.41846462902562	38.01315561749642	35.77708763999664	
i	5.0	7.0710678118654755	26.0	4.242640687119285	3.0	4.242640687119285	24.0	7.0710678118654755	4.47213595499958	29.154759474226502	6.708203932499369	26.832815729997478	
j	8.0	11.313708498984761	36.0	0.0	0.0	0.0	33.0	11.313708498984761	8.94427190999916	44.294469180700204	38.01315561749642	17.88854381999832	
k	6.0	25.45584412271571	0.0	16.97056274847714	12.0	16.97056274847714	32.0	45.254833995939045	13.416407864998739	50.566787519082126	35.77708763999664	35.77708763999664	
l	5.0	7.0710678118654755	39.0	4.242640687119285	3.0	4.242640687119285	38.0	7.0710678118654755	4.47213595499958	41.48493702538308	6.708203932499369	11.180339887498949	
t	3.0	4.242640687119285	31.0	7.0710678118654755	5.0	7.0710678118654755	31.0	4.242640687119285	2.23606797749979	38.27531841800928	11.180339887498949	29.068883707497267	
m	36.0	35.35533905932738	23.0	35.35533905932738	33.0	36.76955262170047	26.0	36.76955262170047	38.01315561749642	48.877397639399746	4.47213595499958	29.068883707497267	
n	21.0	25.45584412271571	22.0	29.698484809834994	18.0	35.35533905932738	0.0	36.76955262170047	22.360679774997898	36.069377593742864	29.068883707497267	29.068883707497267	
o	25.0	25.45584412271571	25.0	24.041630560342615	23.0	25.45584412271571	27.0	25.45584412271571	24.596747752497688	33.97057550292606	24.596747752497688	26.832815729997478	
p	26.0	32.526911934581186	28.0	35.35533905932738	16.0	22.627416997969522	44.0	24.041630560342615	29.068883707497267	39.824615503479755	49.193495504995376	22.360679774997898	
q	17.0	24.041630560342615	35.0	32.526911934581186	26.0	21.213203435596427	40.0	24.041630560342615	17.88854381999832	44.204072210600685	17.88854381999832	44.721359549995796	
r	1.0	28.284271247461902	22.0	21.213203435596427	7.0	9.899494936611665	29.0	1.4142135623730951	0.0	26.627053911388696	31.304951684997057	2.23606797749979	
s	12.0	19.79898987322333	26.0	21.213203435596427	8.0	21.213203435596427	26.0	24.041630560342615	6.708203932499369	30.01666203960727	26.832815729997478	24.596747752497688	
u	19.0	26.870057685088806	0.0	36.76955262170047	19.0	24.041630560342615	23.0	29.698484809834994	20.12461179749811	38.2099463490856	26.832815729997478	26.832815729997478	
v	16.0	28.284271247461902	0.0	28.284271247461902	11.0	11.313708498984761	28.0	16.97056274847714	22.360679774997898	32.01562118716424	13.416407864998739	20.12461179749811	
w	30.0	12.727922061357855	21.0	29.698484809834994	25.0	25.45584412271571	5.0	29.698484809834994	46.95742752749558	42.5440947723653	31.304951684997057	2.23606797749979	
x	5.0	4.242640687119285	8.0	33.94112549695428	4.0	35.35533905932738	6.0	36.76955262170047	4.47213595499958	34.655446902326915	29.068883707497267	29.068883707497267	
y	15.0	43.840620433565945	31.0	8.48528137423857	3.0	2.8284271247461903	35.0	15.556349186104045	22.360679774997898	38.01315561749642	42.485291572496	17.88854381999832	
z	5.0	31.11269837220809	25.0	26.870057685088806	5.0	31.11269837220809	25.0	29.698484809834994	8.94427190999916	33.97057550292606	26.832815729997478	26.832815729997478		
