1.0	1.4142135623730951	2.0	1.4142135623730951	1.0	1.4142135623730951	4.0	1.4142135623730951	
C	7.293413299067893
G	8.611175514992132
A	10.937991060405013
B	6.01528002257584
D	7.850594623179826
E	8.982404675252612
F	7.829008069157854
O	8.766947872549489
H	13.279999941170933
I	5.344024115776425
J	6.305553108173778
K	11.709058066997809
L	8.192069335644076
M	10.071048625052072
N	12.567163313572397
Q	9.629868898380703
S	6.855013562167473
P	9.424038412485382
R	9.977318026403688
T	9.008188549175689
U	7.910049149722169
V	9.618089886314458
W	11.972758194146836
X	9.572043848494426
Y	9.696280582927514
Z	11.812169307540422
f	4.67195338563004
b	6.186868654658833
d	6.259680003802111
h	5.502318620734501
a	5.5346035031879195
c	5.146823867043377
e	6.169164753027755
g	4.8218253804964775
i	3.512116304665892
k	8.436342513198477
l	5.550548959337266
m	12.062176161456108
n	3.8332593899996397
o	6.108076108726872
p	6.288630614052633
q	6.169481339626533
r	6.4776508811065145
j	6.32826002942357
t	5.518346531117813
s	4.4577005002579515
u	5.865847190756516
v	6.827876533680414
w	9.072834536715208
x	7.867990431965458
y	5.649634266652911
z	8.78564169540279
A	9.193875339050448
C	8.049432734481279
G	8.120130752487919
B	5.5508128627706395
D	9.171755216423954
E	7.465480455905031
F	8.209893041325204
H	14.896747495258822
O	8.238391454040043
I	4.691977028662865
J	5.152365961381237
K	10.746365664725909
L	8.649020496886083
M	10.552105892925365
N	12.19723169155608
P	5.8241650420897235
Q	8.087171554381667
S	5.606567020022145
R	9.996092986762378
T	10.041661263829804
U	8.315218406203
V	7.896492375525648
W	11.360395844775832
X	16.22639511528978
Y	9.97163947152122
Z	8.52701360017093
b	6.373467953163332
d	5.12185498013171
f	6.4739059564789265
h	5.4556987121266145
a	4.351723796382303
c	4.3985155195259
e	4.092053024972143
g	4.41328005188052
i	3.07967124868873
j	3.9761790704142084
k	8.030553898602971
l	5.260406353125203
t	3.924955214712647
m	9.329891478468546
n	4.6598589800857395
o	5.334787806229972
p	5.123475382979799
q	4.541045446810679
r	6.114707551265228
s	3.385977517645384
u	5.694384989457883
v	4.952838806674205
w	8.805571301028685
x	10.462544802771454
y	8.72535592039087
z	7.2993337666872025
Matched With :  i	3.07967124868873
i
