2.0	2.8284271247461903	2.0	1.4142135623730951	1.0	1.4142135623730951	3.0	1.4142135623730951	
C	6.6424731071786685
G	8.343925559950783
A	12.02370344130478
B	6.773108592072033
D	6.6149032074887115
E	7.013101578474389
F	4.287301293465667
O	8.068177372313471
H	12.60456266595553
I	6.118619125260208
J	7.394893132726426
K	13.039578683565582
L	7.793444538699032
M	10.611250607528891
N	11.655872983178908
Q	10.044259692868248
S	7.242213251332618
P	5.889609494694873
R	10.42147805549247
T	7.999755855649596
U	7.284313590846835
V	7.379646581881099
W	11.894519403352733
X	9.843127184882746
Y	7.990427946956923
Z	10.999822441748776
f	5.426273532033235
b	5.037360419902471
d	6.866756421338971
h	6.226179094954542
a	6.102566627612061
c	4.634608056430952
e	5.477859476514932
g	5.77771100388765
i	4.141591213263059
k	7.829232082394798
l	6.288630614052633
m	11.18715083253998
n	5.772029671667692
o	5.8444833912939735
p	4.4384290889657985
q	6.849795972225094
r	4.350127712046063
j	6.817021944694358
t	5.721396245672904
s	4.837238006112348
u	6.142303408043482
v	5.659559368440088
w	8.605290257054858
x	7.333303740470592
y	3.1444801004364478
z	8.339476902060465
A	10.383091724048285
C	6.198255185690468
G	7.1492035298424055
B	6.39063985667928
D	9.224721465231951
E	5.901241630180701
F	3.3166247903554
H	14.510876548108472
O	7.282375032303068
I	5.37285971599648
J	5.509737276958957
K	11.189323253043995
L	8.332036936198305
M	11.419788291638787
N	11.060047593829683
P	1.7745059954189444
Q	7.352927185444205
S	6.5608463524998895
R	10.394559875242434
T	8.446291715895207
U	4.845574458899037
V	6.002267145367136
W	10.365017788214354
X	15.480933053096136
Y	8.133836007348835
Z	9.076449991293096
b	5.180718458862631
d	6.240965692725588
f	3.0996813854585157
h	4.895390050853966
a	5.10135977243105
c	3.218251521733946
e	3.638886725172887
g	4.590733049521915
i	3.491060010942235
j	5.215361924162119
k	8.327480938165529
l	5.894287194205741
t	4.491069456277771
m	8.115485882626567
n	6.5892615175707485
o	4.614853735493683
p	3.823299821852555
q	5.839245515856003
r	4.623639064032187
s	3.9858691370612975
u	6.416125518306718
v	3.845661925632375
w	7.809360480289734
x	10.789896894780782
y	4.897162940020589
z	6.895550094888087
Matched With :  P	1.7745059954189444
P
