3.0	4.242640687119285	4.0	4.242640687119285	4.0	4.242640687119285	4.0	5.656854249492381	
C	1.1293848786315641
G	1.1790635997359185
A	3.0598769946228597
B	1.223858595227043
D	1.6583123951777
E	2.0677542501198953
F	2.5061149704069763
O	1.4619003994040698
H	3.9766571493320035
I	3.888808282894788
J	2.19469056285087
K	2.7947046623319363
L	2.0334699407662753
M	1.5156964078954038
N	3.5474065008037132
Q	0.9623444138318324
S	2.2766315501806123
P	2.6433715581515296
R	2.457251704140217
T	4.583285984603914
U	1.5513690830186198
V	3.3340560441023515
W	3.35169263767055
X	2.6375362030164102
Y	4.107781178830237
Z	4.1115099281029215
f	3.800570475270785
b	1.4493398281631538
d	1.043695940050443
h	1.2836182208746694
a	0.8033674785274517
c	0.9385906354489061
e	1.0872824654717013
g	1.5681495087983304
i	2.7146560811434086
k	2.223586278402527
l	3.956455146515488
m	2.4836050955885343
n	0.8483343691104701
o	1.0188650241813193
p	1.5681495087983306
q	0.9610468828892332
r	3.1602868848325216
j	3.9808569708320625
t	3.5042137333343253
s	1.2815463749358083
u	0.8329931278350431
v	2.3616479315048116
w	2.5856090481083687
x	2.075584547850985
y	2.791964904365899
z	2.6810929764950546
A	2.871298946276561
C	1.717011721480282
G	1.2409393843196195
B	1.1761150146893706
D	2.193741096848031
E	2.128979117636745
F	3.428017223313403
H	4.7096121972632865
O	1.4963787306546281
I	3.41601556296058
J	3.2903313483514762
K	2.6173624008722975
L	3.019484053711376
M	1.913299319425554
N	3.6239821367906577
P	2.6917561582130314
Q	1.742761567726476
S	2.2714066554548187
R	2.735421426753919
T	4.1998548048646205
U	2.2590207177391277
V	2.7185117477121525
W	3.3090259560447355
X	4.879983208076757
Y	3.986685740617694
Z	2.9192696717957842
b	1.9781521522623076
d	1.7264034146166416
f	3.290142638282863
h	1.5199769278219688
a	0.9348922063532245
c	1.0233941571589265
e	0.8242704463387505
g	1.8281466520511682
i	2.2011479012854482
j	3.0468563033614386
k	2.2038926600773587
l	3.6513499929249913
t	2.8424333032339266
m	1.8123802642442957
n	1.136889179648888
o	1.0184389436507446
p	2.245341434998745
q	1.840303983041932
r	2.6269627252251264
s	1.3523625803057076
u	1.1681234830510556
v	1.853705610337283
w	2.443102535711508
x	3.0459444804161775
y	3.543871862494153
z	2.255009854622468
Matched With :  a	0.8033674785274517
a
