39.0	39.59797974644666	31.0	33.94112549695428	24.0	33.94112549695428	18.0	24.041630560342615	
C	0.43956558916478733
G	0.43112044628048796
A	0.5712117263229466
B	0.49212525282591696
D	0.42590693497270754
E	0.5634920351927422
F	0.16860788574115534
O	0.4450789567455185
H	0.5707689444782134
I	0.7522104361921146
J	0.5083290399579002
K	0.7058991355673719
L	0.6244016316299362
M	0.45387682619442155
N	0.5098530377764628
Q	0.4708443068129781
S	0.5695223225163615
P	0.0
R	0.41525584339848065
T	0.9424764464335996
U	0.3864005300307062
V	0.6083226988016457
W	0.5304500627513193
X	0.4693708219469658
Y	0.8127642310405556
Z	0.7718571606606912
f	0.8216660850556654
b	0.41823439698575193
d	0.41989899862960445
h	0.31427582227264866
a	0.31479270432641415
c	0.3619449590261688
e	0.3297296342164459
g	0.5060953022326616
i	0.5390281509805855
k	0.4078919522673817
l	0.7608630599313349
m	0.49881480035211956
n	0.24444528496000503
o	0.3265005762114665
p	0.21794607339207706
q	0.2734549957307358
r	0.6157913380986384
j	0.7195165771918813
t	0.6713772496726383
s	0.3834591336820727
u	0.3042538898209261
v	0.44329472733260217
w	0.38975616193043366
x	0.3774612176173677
y	0.6118312645384527
z	0.5051157043153802
A	0.5035753030888508
C	0.4839935968723576
G	0.36498830591180487
B	0.450456832102115
D	0.37352592288931163
E	0.5398826239279912
F	0.6268485440007957
H	0.6981638268049358
O	0.3684025021958723
I	0.6616946750253937
J	0.6178382715751685
K	0.5650775165560206
L	0.647884681260872
M	0.3527738246250665
N	0.47094286260710083
P	0.5678235183785187
Q	0.39415036174063184
S	0.5388451867819795
R	0.5606946772946297
T	0.7615728766027341
U	0.4922338760426272
V	0.49746134627564637
W	0.4201490216181914
X	0.7347800602169089
Y	0.7232221454994402
Z	0.6312924495381042
b	0.5049277492953517
d	0.3902087777325844
f	0.6870272064378742
h	0.4506627360051752
a	0.25073688441966563
c	0.25308712305366876
e	0.2749910538006382
g	0.4699856758228156
i	0.4219341792141056
j	0.6204508990209966
k	0.6348853517319863
l	0.6947361883204286
t	0.5507224769238108
m	0.26880523321625016
n	0.30843662376312186
o	0.2710062016617146
p	0.5542099597344774
q	0.5162201492635934
r	0.478682703118532
s	0.35396854480826023
u	0.2819494185085075
v	0.3826656187609805
w	0.3058123432611662
x	0.5066125166319911
y	0.5936806683417538
z	0.410665265950237
Matched With :  P	0.0
